seq	len
SN:GCA_900163775.1	1947
SN:GCA_003688955.1	2070
SN:GCA_003149005.1	916
SN:GCA_003664065.1	2109
SN:GCA_003664065.2	2064
SN:GCA_001858135.1	919
SN:GCA_001298715.1	2409
SN:GCA_002787635.1	2433
SN:GCA_003837905.1	2310
SN:GCA_002632875.1	922
SN:GCA_002895485.1	1926
SN:GCA_003050385.1	922
SN:GCA_003584645.1	2424
SN:GCA_003815055.1	151
SN:GCA_002939985.1	154
SN:GCA_001816085.1	2151
SN:GCA_001816085.2	2106
SN:GCA_003938605.1	2097
SN:GCA_003938605.2	151
SN:GCA_002743265.1	1938
SN:GCA_900156315.1	154
SN:GCA_900156315.2	2073
SN:GCA_004331465.1	600
SN:GCA_004331465.2	2064
SN:GCA_004331465.3	2085
SN:GCA_002813445.1	922
SN:GCA_900110845.1	1953
SN:GCA_003105135.1	919
SN:GCA_005774255.1	2073
SN:GCA_005774255.2	2160
SN:GCA_004960345.1	922
SN:GCA_002272235.1	1926
SN:GCA_002840405.1	2538
SN:GCA_003460625.1	1935
SN:GCA_900115395.1	2037
SN:GCA_002777535.1	2127
SN:GCA_002777535.2	2070
SN:GCA_004364175.1	1941
SN:GCA_900520355.1	151
SN:GCA_003639495.1	2322
SN:GCA_003964805.1	919
SN:GCA_003033925.1	1857
SN:GCA_003033925.2	1959
SN:GCA_003228315.1	154
SN:GCA_002256435.1	1980
SN:GCA_002256435.2	1887
SN:GCA_006349955.1	922
SN:GCA_003435385.1	1911
SN:GCA_001899225.1	919
SN:GCA_900504965.1	922
SN:GCA_003385945.1	2415
SN:GCA_900101285.1	2334
SN:GCA_003096695.1	1962
SN:GCA_003096695.2	1935
SN:GCA_002006565.1	2094
SN:GCA_002006565.2	943
SN:GCA_005153965.1	1923
SN:GCA_003436605.1	1965
SN:GCA_003436605.2	1878
SN:GCA_005393945.1	922
SN:GCA_001937485.1	2253
SN:GCA_001937485.2	2028
SN:GCA_003478965.1	157
SN:GCA_004921895.1	2418
SN:GCA_004343195.1	154
SN:GCA_003854965.1	1116
SN:GCA_003854965.2	154
SN:GCA_003712905.1	1962
SN:GCA_900503615.1	922
SN:GCA_003481535.1	151
SN:GCA_003481535.2	1917
SN:GCA_003461585.1	1923
SN:GCA_002161445.1	406
SN:GCA_002161445.2	1887
SN:GCA_003601925.1	922
SN:GCA_003364315.1	2313
SN:GCA_002975275.1	154
SN:GCA_900142295.1	901
SN:GCA_004795235.1	2424
SN:GCA_002082605.1	2112
SN:GCA_002082605.2	1995
SN:GCA_004803125.1	922
SN:GCA_003148805.1	427
SN:GCA_003148805.2	2448
SN:GCA_900636255.1	1935
SN:GCA_004793985.1	922
SN:GCA_003346405.1	1950
SN:GCA_001770935.1	907
SN:GCA_005696555.1	2253
SN:GCA_005696555.2	2028
SN:GCA_900573445.1	1923
SN:GCA_002918995.1	154
SN:GCA_900116195.1	154
SN:GCA_002844215.1	2106
SN:GCA_002844215.2	2124
SN:GCA_002096365.1	1947
SN:GCA_005784945.1	151
SN:GCA_002564005.1	2136
SN:GCA_002564005.2	2040
SN:GCA_001916135.1	1923
SN:GCA_003143755.1	1950
SN:GCA_900156035.1	2100
SN:GCA_001872315.1	1905
SN:GCA_006365335.1	922
SN:GCA_003204205.1	1962
SN:GCA_003204205.2	1833
SN:GCA_003393995.1	2145
SN:GCA_004125945.1	1950
SN:GCA_004125945.2	1029
SN:GCA_002898255.1	1911
SN:GCA_900503595.1	922
SN:GCA_002839625.1	2013
SN:GCA_002724705.1	1977
SN:GCA_002724705.2	154
SN:GCA_002724705.3	1977
SN:GCA_002237855.1	1965
SN:GCA_003202795.1	2022
SN:GCA_003202795.2	2460
SN:GCA_002719675.1	2028
SN:GCA_003344025.1	2031
SN:GCA_003344025.2	154
SN:GCA_003003335.1	2136
SN:GCA_003003335.2	2088
SN:GCA_900112525.1	2037
SN:GCA_900176325.1	2013
SN:GCA_005045935.1	922
SN:GCA_003716585.1	2055
SN:GCA_004831565.1	922
SN:GCA_003226595.1	2034
SN:GCA_003205835.1	919
SN:GCA_001981455.1	1926
SN:GCA_003454215.1	421
SN:GCA_003454215.2	960
SN:GCA_005238315.1	1950
SN:GCA_005238315.2	1029
SN:GCA_002161055.1	1905
SN:GCA_002161055.2	1980
SN:GCA_006370445.1	922
SN:GCA_002959725.1	916
SN:GCA_005236865.1	1950
SN:GCA_005236865.2	1029
SN:GCA_001854125.1	154
SN:GCA_001884045.1	1929
SN:GCA_900111425.1	1971
SN:GCA_900111425.2	1836
SN:GCA_005048855.1	1869
SN:GCA_005048855.2	1959
SN:GCA_900516555.1	922
SN:GCA_900517555.1	922
SN:GCA_900507375.1	922
SN:GCA_003987135.1	2418
SN:GCA_002737375.1	154
SN:GCA_001806565.1	1902
SN:GCA_002951615.1	922
SN:GCA_003634275.1	922
SN:GCA_900460425.1	2415
SN:GCA_005235575.1	1947
SN:GCA_005048435.1	1935
SN:GCA_004832095.1	922
SN:GCA_003461685.1	1914
SN:GCA_003461685.2	151
SN:GCA_001873715.1	2445
SN:GCA_003149065.1	1995
SN:GCA_003149065.2	151
SN:GCA_900108035.1	1956
SN:GCA_900108035.2	1866
SN:GCA_002847965.1	154
SN:GCA_003352805.1	2082
SN:GCA_003352805.2	2127
SN:GCA_002243665.1	154
SN:GCA_005774355.1	2097
SN:GCA_005774355.2	2073
SN:GCA_003478235.1	1905
SN:GCA_003478235.2	1917
SN:GCA_004119175.1	1923
SN:GCA_002786175.1	154
SN:GCA_002786175.2	1839
SN:GCA_003122495.1	1938
SN:GCA_004209295.1	2469
SN:GCA_002831685.1	1941
SN:GCA_002831685.2	1863
SN:GCA_900452495.1	1965
SN:GCA_004214895.1	154
SN:GCA_005785895.1	151
SN:GCA_002358085.1	154
SN:GCA_002358085.2	424
SN:GCA_900514395.1	922
SN:GCA_002894065.1	154
SN:GCA_002894065.2	433
SN:GCA_003122005.1	2118
SN:GCA_003388625.1	154
SN:GCA_002787095.1	154
SN:GCA_900458995.1	1953
SN:GCA_002887775.1	1953
SN:GCA_003352825.1	160
SN:GCA_005887115.1	154
SN:GCA_004331255.1	151
SN:GCA_003688415.1	154
SN:GCA_005884395.1	922
SN:GCA_003478205.1	1779
SN:GCA_003478205.2	421
SN:GCA_003478205.3	1923
SN:GCA_001904715.1	3243
SN:GCA_003693445.1	898
SN:GCA_002119445.1	1929
SN:GCA_003248755.1	552
SN:GCA_006351105.1	1956
SN:GCA_003485765.1	154
SN:GCA_004365385.1	2004
SN:GCA_004365385.2	2127
SN:GCA_001905595.1	2127
SN:GCA_001905595.2	2070
SN:GCA_900104185.1	154
SN:GCA_002532685.1	2322
SN:GCA_003474145.1	1302
SN:GCA_003474145.2	540
SN:GCA_003474145.3	1965
SN:GCA_001806515.1	1950
SN:GCA_001806515.2	1029
SN:GCA_002096215.1	1947
SN:GCA_006165185.1	922
SN:GCA_001931755.1	2385
SN:GCA_005044175.1	922
SN:GCA_006376095.1	1947
SN:GCA_002147955.1	1929
SN:GCA_002730035.1	2422
SN:GCA_001888185.1	154
SN:GCA_003058985.1	2322
SN:GCA_900129325.1	154
SN:GCA_901304255.1	151
SN:GCA_002812125.1	2127
SN:GCA_002812125.2	1920
SN:GCA_003669085.1	1992
SN:GCA_003669085.2	774
SN:GCA_003669085.3	1947
SN:GCA_002016685.1	1923
SN:GCA_900102085.1	154
SN:GCA_900637085.1	2028
SN:GCA_003019815.1	931
SN:GCA_900107195.1	154
SN:GCA_003202205.1	928
SN:GCA_003367395.1	151
SN:GCA_003367395.2	430
SN:GCA_003415675.1	907
SN:GCA_002836255.1	922
SN:GCA_003539495.1	1941
SN:GCA_003539495.2	1989
SN:GCA_900510325.1	922
SN:GCA_003003235.1	1968
SN:GCA_003388975.1	154
SN:GCA_003575965.1	154
SN:GCA_003480785.1	1926
SN:GCA_003480785.2	1926
SN:GCA_003521805.1	154
SN:GCA_003521805.2	424
SN:GCA_003086795.1	919
SN:GCA_002256715.1	1893
SN:GCA_005041695.1	922
SN:GCA_005217155.1	154
SN:GCA_002783525.1	1977
SN:GCA_002240035.1	2418
SN:GCA_003432035.1	1914
SN:GCA_005040435.1	922
SN:GCA_001802645.1	154
SN:GCA_003688735.1	922
SN:GCA_003605475.1	154
SN:GCA_002968755.1	922
SN:GCA_002000465.1	2424
SN:GCA_003434395.1	1962
SN:GCA_003434395.2	1878
SN:GCA_005041905.1	922
SN:GCA_006351375.1	922
SN:GCA_002078155.1	922
SN:GCA_003223895.1	154
SN:GCA_003576535.1	1998
SN:GCA_003472615.1	1959
SN:GCA_001188155.1	922
SN:GCA_003182315.1	2421
SN:GCA_002999275.1	1908
SN:GCA_003966365.1	663
SN:GCA_003966365.2	2442
SN:GCA_003222205.1	427
SN:GCA_001904745.1	1938
SN:GCA_004346685.1	2418
SN:GCA_006094375.1	1932
SN:GCA_900445995.1	151
SN:GCA_900445995.2	2100
SN:GCA_001887175.1	1197
SN:GCA_001887175.2	154
SN:GCA_001887175.3	1263
SN:GCA_001887175.4	1800
SN:GCA_900505025.1	922
SN:GCA_001865015.1	2004
SN:GCA_001865015.2	2127
SN:GCA_002083695.1	901
SN:GCA_004802995.1	922
SN:GCA_004803225.1	922
SN:GCA_003194085.1	1974
SN:GCA_003194085.2	2082
SN:GCA_005861465.1	1935
SN:GCA_002208045.1	1965
SN:GCA_002208045.2	1935
SN:GCA_002118255.1	1929
SN:GCA_003438725.1	154
SN:GCA_003438725.2	1980
SN:GCA_002742635.1	2455
SN:GCA_003612565.1	1917
SN:GCA_003612565.2	1923
SN:GCA_006227475.1	922
SN:GCA_000015505.1	928
SN:GCA_003186475.1	922
SN:GCA_005864275.1	1947
SN:GCA_000159155.1	2361
SN:GCA_000159155.2	2076
SN:GCA_005774755.1	2067
SN:GCA_005774755.2	154
SN:GCA_006351005.1	154
SN:GCA_006351005.2	2127
SN:GCA_002726245.1	2490
SN:GCA_900503945.1	922
SN:GCA_000024725.1	2418
SN:GCA_003573895.1	2313
SN:GCA_003573895.2	2163
SN:GCA_900517145.1	922
SN:GCA_002761895.1	2124
SN:GCA_002761895.2	2070
SN:GCA_000214215.1	154
SN:GCA_900290235.1	2124
SN:GCA_900290235.2	2070
SN:GCA_005045255.1	922
SN:GCA_003105075.1	928
SN:GCA_002147965.1	1929
SN:GCA_002581735.1	1929
SN:GCA_005886345.1	922
SN:GCA_006334165.1	922
SN:GCA_003479465.1	1995
SN:GCA_003479465.2	154
SN:GCA_000023905.1	1983
SN:GCA_003633915.1	2079
SN:GCA_003633915.2	2010
SN:GCA_000008185.1	1917
SN:GCA_000008185.2	1818
SN:GCA_000174355.1	898
SN:GCA_002383965.1	2313
SN:GCA_002813365.1	2109
SN:GCA_002813365.2	1155
SN:GCA_002813365.3	2001
SN:GCA_900188335.1	901
SN:GCA_000273195.1	1959
SN:GCA_000273195.2	1878
SN:GCA_003315495.1	154
SN:GCA_004921625.1	2418
SN:GCA_002968285.1	2067
SN:GCA_901342135.1	151
SN:GCA_006225595.1	889
SN:GCA_000189295.1	154
SN:GCA_003053905.1	898
SN:GCA_002749995.1	1908
SN:GCA_000177215.1	154
SN:GCA_000023765.1	2412
SN:GCA_000023765.2	2061
SN:GCA_002761685.1	922
SN:GCA_000166075.1	1923
SN:GCA_002096285.1	1947
SN:GCA_000012045.1	1935
SN:GCA_000011325.1	154
SN:GCA_002790195.1	1959
SN:GCA_002790195.2	1851
SN:GCA_002797445.1	928
SN:GCA_000258245.1	409
SN:GCA_003863335.1	2445
SN:GCA_005237605.1	1029
SN:GCA_005237605.2	1950
SN:GCA_000146675.1	1932
SN:GCA_000146675.2	151
SN:GCA_000316645.1	1938
SN:GCA_004216825.1	154
SN:GCA_004216825.2	433
SN:GCA_000209515.1	154
SN:GCA_006376625.1	922
SN:GCA_005472365.1	1953
SN:GCA_003515075.1	433
SN:GCA_003515075.2	154
SN:GCA_900515325.1	922
SN:GCA_001920875.1	154
SN:GCA_000245075.1	2448
SN:GCA_003486385.1	1914
SN:GCA_000177255.1	151
SN:GCA_004331265.1	919
SN:GCA_005043015.1	922
SN:GCA_005861525.1	1935
SN:GCA_000143985.1	154
SN:GCA_000143985.2	1794
SN:GCA_003732345.1	154
SN:GCA_002858875.1	1053
SN:GCA_002858875.2	154
SN:GCA_004341395.1	154
SN:GCA_001970915.1	1980
SN:GCA_001970915.2	154
SN:GCA_002076895.1	2445
SN:GCA_003055065.1	1911
SN:GCA_003055065.2	1929
SN:GCA_004795835.1	154
SN:GCA_004795835.2	433
SN:GCA_000242235.1	160
SN:GCA_000156035.1	1923
SN:GCA_000156035.2	1917
SN:GCA_900452305.1	2088
SN:GCA_900452305.2	2109
SN:GCA_003258705.1	1956
SN:GCA_003258705.2	1896
SN:GCA_000143085.1	2424
SN:GCA_900513655.1	922
SN:GCA_000274805.1	2322
SN:GCA_003129905.1	2091
SN:GCA_003129905.2	2331
SN:GCA_000156515.1	160
SN:GCA_002733885.1	2313
SN:GCA_002746605.1	1956
SN:GCA_000179615.1	154
SN:GCA_002888415.1	922
SN:GCA_003968655.1	1929
SN:GCA_900199185.1	154
SN:GCA_900199185.2	433
SN:GCA_001954135.1	2028
SN:GCA_002685035.1	922
SN:GCA_901233615.1	151
SN:GCA_002128685.1	1950
SN:GCA_002923315.1	916
SN:GCA_000164235.1	922
SN:GCA_001905345.1	2187
SN:GCA_001905345.2	1932
SN:GCA_001905345.3	2115
SN:GCA_001905345.4	2121
SN:GCA_001905345.5	2124
SN:GCA_000091565.1	154
SN:GCA_000010565.1	1920
SN:GCA_003639385.1	2322
SN:GCA_002571985.1	1929
SN:GCA_006151685.1	2088
SN:GCA_006151685.2	2109
SN:GCA_000025005.1	1923
SN:GCA_003515065.1	2118
SN:GCA_003515065.2	2118
SN:GCA_000234355.1	2445
SN:GCA_003610635.1	1866
SN:GCA_003610635.2	1950
SN:GCA_000268165.1	922
SN:GCA_003149555.1	2055
SN:GCA_003149555.2	1938
SN:GCA_900510105.1	922
SN:GCA_000210635.1	2061
SN:GCA_000210635.2	2004
SN:GCA_000017145.1	154
SN:GCA_000017145.2	2061
SN:GCA_000295935.1	1956
SN:GCA_000017665.1	922
SN:GCA_000008945.1	2277
SN:GCA_000008945.2	2139
SN:GCA_002754555.1	2124
SN:GCA_002754555.2	2085
SN:GCA_002877915.1	154
SN:GCA_000311765.1	2445
SN:GCA_900635085.1	171
SN:GCA_900635085.2	118
SN:GCA_900635085.3	366
SN:GCA_900635085.4	480
SN:GCA_900635085.5	154
SN:GCA_003330885.1	2424
SN:GCA_000020605.1	1938
SN:GCA_900508215.1	922
SN:GCA_900451295.1	2322
SN:GCA_003942515.1	1953
SN:GCA_005785275.1	151
SN:GCA_000158235.1	1917
SN:GCA_004346855.1	2001
SN:GCA_004346855.2	2055
SN:GCA_002251085.1	1902
SN:GCA_000219045.1	2412
SN:GCA_000003135.1	2319
SN:GCA_000003135.2	2139
SN:GCA_002968895.1	1911
SN:GCA_005670575.1	922
SN:GCA_000318055.1	1941
SN:GCA_003477965.1	1929
SN:GCA_000019465.1	154
SN:GCA_002726035.1	2532
SN:GCA_900517625.1	922
SN:GCA_000299935.1	910
SN:GCA_005786065.1	151
SN:GCA_003029735.1	151
SN:GCA_000143945.1	1206
SN:GCA_000143945.2	154
SN:GCA_002782675.1	1950
SN:GCA_000147335.1	1923
SN:GCA_000175255.1	1983
SN:GCA_000175255.2	154
SN:GCA_000213055.1	2124
SN:GCA_000213055.2	2181
SN:GCA_002009585.1	2109
SN:GCA_002009585.2	2076
SN:GCA_004341105.1	424
SN:GCA_004341105.2	154
SN:GCA_000091465.1	922
SN:GCA_000203875.1	949
SN:GCA_005145675.1	922
SN:GCA_000294515.1	1938
SN:GCA_000294515.2	2106
SN:GCA_004364635.1	154
SN:GCA_002567005.1	1926
SN:GCA_000015705.1	1968
SN:GCA_000242635.1	1962
SN:GCA_000242635.2	1872
SN:GCA_004799665.1	154
SN:GCA_004018395.1	154
SN:GCA_002966835.1	154
SN:GCA_002161215.1	1944
SN:GCA_002161215.2	1992
SN:GCA_002693955.1	154
SN:GCA_002289575.1	2151
SN:GCA_000160595.1	2019
SN:GCA_000012965.1	2310
SN:GCA_900510155.1	922
SN:GCA_004078635.1	2091
SN:GCA_004078635.2	2013
SN:GCA_006228285.1	1944
SN:GCA_003990085.1	154
SN:GCA_003461645.1	1881
SN:GCA_003461645.2	151
SN:GCA_000192205.1	1950
SN:GCA_003428845.1	922
SN:GCA_000236705.1	151
SN:GCA_000225485.1	154
SN:GCA_002850015.1	1947
SN:GCA_004103825.1	154
SN:GCA_003577105.1	1947
SN:GCA_001921765.1	2631
SN:GCA_006350935.1	922
SN:GCA_000204455.1	1119
SN:GCA_000204455.2	1911
SN:GCA_000319775.1	949
SN:GCA_003758265.1	922
SN:GCA_003968855.1	1923
SN:GCA_900514295.1	922
SN:GCA_006375785.1	1947
SN:GCA_002588845.1	154
SN:GCA_002167435.1	1941
SN:GCA_002285555.1	154
SN:GCA_000022145.1	154
SN:GCA_000016285.1	2124
SN:GCA_000016285.2	154
SN:GCA_000299575.1	154
SN:GCA_000299575.2	424
SN:GCA_000152825.1	1998
SN:GCA_000152825.2	151
SN:GCA_004831455.1	922
SN:GCA_004209145.1	151
SN:GCA_000026305.1	922
SN:GCA_005781105.1	922
SN:GCA_000014465.1	1944
SN:GCA_002354895.1	2322
SN:GCA_004832955.1	922
SN:GCA_003129505.1	2124
SN:GCA_003129505.2	2064
SN:GCA_900142655.1	922
SN:GCA_900513695.1	922
SN:GCA_005040975.1	922
SN:GCA_901905335.1	151
SN:GCA_004345605.1	2091
SN:GCA_004345605.2	1941
SN:GCA_000260335.1	1959
SN:GCA_003403035.1	919
SN:GCA_000011025.1	2103
SN:GCA_000011025.2	2037
SN:GCA_004920505.1	151
SN:GCA_900510025.1	922
SN:GCA_002861815.1	1965
SN:GCA_004341625.1	154
SN:GCA_004341625.2	424
SN:GCA_900500865.1	922
SN:GCA_000024685.1	1119
SN:GCA_000024685.2	154
SN:GCA_003352445.1	2070
SN:GCA_003352445.2	2127
SN:GCA_000192845.1	1959
SN:GCA_000192845.2	1881
SN:GCA_004100615.1	922
SN:GCA_003122145.1	2322
SN:GCA_000009745.1	922
SN:GCA_900099115.1	2407
SN:GCA_000273725.1	1878
SN:GCA_000273725.2	1959
SN:GCA_004801405.1	154
SN:GCA_002307455.1	154
SN:GCA_000183865.1	486
SN:GCA_003001655.1	154
SN:GCA_003668635.1	1929
SN:GCA_000146345.1	1914
SN:GCA_000296405.1	2028
SN:GCA_002871415.1	2112
SN:GCA_002871415.2	2082
SN:GCA_002163875.1	1941
SN:GCA_002163875.2	1854
SN:GCA_000274645.1	2322
SN:GCA_000155835.1	1293
SN:GCA_000155835.2	462
SN:GCA_000155835.3	705
SN:GCA_900511805.1	922
SN:GCA_001984525.1	154
SN:GCA_003732485.1	922
SN:GCA_005217125.1	1929
SN:GCA_000272005.1	154
SN:GCA_003859865.1	154
SN:GCA_900172325.1	154
SN:GCA_900172325.2	1959
SN:GCA_002080415.1	154
SN:GCA_003217325.1	151
SN:GCA_000022785.1	154
SN:GCA_003319185.1	2034
SN:GCA_002018365.1	151
SN:GCA_001427425.1	916
SN:GCA_001424585.1	1935
SN:GCA_001424585.2	1887
SN:GCA_001314655.1	154
SN:GCA_001423765.1	154
SN:GCA_001423765.2	1977
SN:GCA_001431465.1	919
SN:GCA_001425645.1	2070
SN:GCA_001425645.2	2166
SN:GCA_001426705.1	2037
SN:GCA_001426705.2	2127
SN:GCA_001443495.1	925
SN:GCA_001426025.1	1923
SN:GCA_001436225.1	1959
SN:GCA_001447385.1	154
SN:GCA_001425305.1	151
SN:GCA_001421745.1	154
SN:GCA_001421745.2	433
SN:GCA_001280425.1	154
SN:GCA_001425525.1	154
SN:GCA_001445835.1	2034
SN:GCA_001445835.2	2031
SN:GCA_001445835.3	2121
SN:GCA_001422685.1	1920
SN:GCA_001467025.1	2418
SN:GCA_001421565.1	2079
SN:GCA_001421565.2	2043
SN:GCA_001421505.1	2007
SN:GCA_001421505.2	154
SN:GCA_001428725.1	2109
SN:GCA_001428725.2	2007
SN:GCA_001434515.1	1959
SN:GCA_001462975.1	922
SN:GCA_001434465.1	154
SN:GCA_001438685.1	1950
SN:GCA_001433745.1	1962
SN:GCA_001441695.1	154
SN:GCA_001427325.1	910
SN:GCA_001428245.1	1911
SN:GCA_001428105.1	1917
SN:GCA_001425175.1	2007
SN:GCA_001425175.2	2109
SN:GCA_001425285.1	151
SN:GCA_001420005.1	154
SN:GCA_001420005.2	1956
SN:GCA_001426755.1	2007
SN:GCA_001426755.2	618
SN:GCA_001426755.3	2055
SN:GCA_001481395.1	154
SN:GCA_001458395.1	154
SN:GCA_001461765.1	154
SN:GCA_001461765.2	2061
SN:GCA_001446895.1	154
SN:GCA_001427525.1	2043
SN:GCA_001427525.2	2106
SN:GCA_001435325.1	1965
SN:GCA_001434255.1	1944
SN:GCA_000981785.1	2667
SN:GCA_001423155.1	154
SN:GCA_001431665.1	919
SN:GCA_001461695.1	2133
SN:GCA_001461695.2	2428
SN:GCA_001428625.1	928
SN:GCA_000935025.1	154
SN:GCA_001247745.1	2124
SN:GCA_001247745.2	2088
SN:GCA_001425145.1	421
SN:GCA_001425145.2	154
SN:GCA_001422665.1	2109
SN:GCA_001422665.2	2061
SN:GCA_001429605.1	2157
SN:GCA_001429605.2	2148
SN:GCA_001425205.1	931
SN:GCA_001499715.1	919
SN:GCA_001440005.1	2028
SN:GCA_001423785.1	2034
SN:GCA_001423785.2	2169
SN:GCA_001423645.1	2115
SN:GCA_001423645.2	2103
SN:GCA_001279625.1	2001
SN:GCA_001279625.2	1180
SN:GCA_001279625.3	2121
SN:GCA_001424925.1	154
SN:GCA_001420285.1	1950
SN:GCA_001420285.2	151
SN:GCA_001423005.1	2082
SN:GCA_001423005.2	2115
SN:GCA_001435555.1	1953
SN:GCA_001436855.1	1947
SN:GCA_001438765.1	1938
SN:GCA_001436645.1	1950
SN:GCA_001434295.1	1953
SN:GCA_001439315.1	1938
SN:GCA_001424905.1	2043
SN:GCA_001424905.2	2082
SN:GCA_001437125.1	151
SN:GCA_001426105.1	1926
SN:GCA_001427795.1	1989
SN:GCA_001427795.2	2091
SN:GCA_001426485.1	513
SN:GCA_001426485.2	1962
SN:GCA_001426485.3	1986
SN:GCA_001436835.1	1950
SN:GCA_001423525.1	2088
SN:GCA_001423525.2	2109
SN:GCA_001468085.1	154
SN:GCA_001467925.1	922
SN:GCA_001435165.1	1965
SN:GCA_001434365.1	1944
SN:GCA_001050295.1	1938
SN:GCA_001421865.1	2115
SN:GCA_001421865.2	1974
SN:GCA_001469195.1	2427
SN:GCA_001431385.1	922
SN:GCA_001434915.1	1953
SN:GCA_001434135.1	1944
SN:GCA_001422725.1	1941
SN:GCA_001422725.2	1872
SN:GCA_001426885.1	913
SN:GCA_001434815.1	154
SN:GCA_001424225.1	2070
SN:GCA_001424225.2	2037
SN:GCA_001485235.1	1926
SN:GCA_001426545.1	2025
SN:GCA_001421635.1	433
SN:GCA_001421635.2	2478
SN:GCA_001483145.1	1896
SN:GCA_001483145.2	1935
SN:GCA_001413925.1	1938
SN:GCA_001420655.1	1923
SN:GCA_001482805.1	928
SN:GCA_001467405.1	154
SN:GCA_001427545.1	2091
SN:GCA_001427545.2	1989
SN:GCA_001424795.1	919
SN:GCA_001314905.1	1944
SN:GCA_001426865.1	1911
SN:GCA_001428065.1	2151
SN:GCA_001428065.2	445
SN:GCA_001304215.1	2397
SN:GCA_001188205.1	922
SN:GCA_001435345.1	154
SN:GCA_001422485.1	1974
SN:GCA_001422485.2	2085
SN:GCA_001469205.1	922
SN:GCA_001431315.1	2418
SN:GCA_001468365.1	154
SN:GCA_001424385.1	1983
SN:GCA_001424385.2	2055
SN:GCA_001438145.1	2304
SN:GCA_001426065.1	2040
SN:GCA_001421485.1	2085
SN:GCA_001421485.2	1974
SN:GCA_001428645.1	928
SN:GCA_001421185.1	409
SN:GCA_001427125.1	154
SN:GCA_001421535.1	154
SN:GCA_001421535.2	2004
SN:GCA_001435585.1	1971
SN:GCA_001429625.1	2073
SN:GCA_001429625.2	2070
SN:GCA_001433825.1	1947
SN:GCA_001423695.1	2010
SN:GCA_001423695.2	2085
SN:GCA_001461035.1	1911
SN:GCA_001421885.1	922
SN:GCA_001468785.1	154
SN:GCA_001431205.1	1923
SN:GCA_001434975.1	1965
SN:GCA_001438845.1	1947
SN:GCA_001469865.1	1920
SN:GCA_001432305.1	154
SN:GCA_001435875.1	1944
SN:GCA_001469965.1	916
SN:GCA_001428385.1	2433
SN:GCA_001438655.1	1980
SN:GCA_001456505.1	1956
SN:GCA_001428805.1	1908
SN:GCA_001428805.2	1986
SN:GCA_001426505.1	931
SN:GCA_001428965.1	928
SN:GCA_001421135.1	1947
SN:GCA_001400235.1	154
SN:GCA_001431485.1	913
SN:GCA_001429645.1	448
SN:GCA_001429645.2	600
SN:GCA_001429645.3	2217
SN:GCA_001429255.1	2127
SN:GCA_001429255.2	2043
SN:GCA_001428045.1	1917
SN:GCA_000878265.1	1923
SN:GCA_001467045.1	2418
SN:GCA_001423585.1	154
SN:GCA_001429105.1	154
SN:GCA_001467645.1	922
SN:GCA_001425105.1	922
SN:GCA_001461715.1	2061
SN:GCA_001461715.2	154
SN:GCA_001440125.1	2028
SN:GCA_001429025.1	151
SN:GCA_001423105.1	2007
SN:GCA_001423105.2	2112
SN:GCA_001424525.1	427
SN:GCA_001424525.2	904
SN:GCA_001440395.1	609
SN:GCA_001440395.2	430
SN:GCA_001440395.3	151
SN:GCA_001421945.1	907
SN:GCA_001263295.1	154
SN:GCA_001263295.2	2118
SN:GCA_001429555.1	2187
SN:GCA_001429555.2	1989
SN:GCA_001436135.1	1959
SN:GCA_001435155.1	1959
SN:GCA_001431535.1	919
SN:GCA_001436535.1	1950
SN:GCA_001434055.1	151
SN:GCA_001462375.1	2025
SN:GCA_001462375.2	2121
SN:GCA_001425785.1	904
SN:GCA_001424685.1	154
SN:GCA_001461705.1	154
SN:GCA_001461705.2	2061
SN:GCA_001465445.1	154
SN:GCA_001425705.1	901
SN:GCA_001456545.1	1956
SN:GCA_001426405.1	2118
SN:GCA_001426405.2	2031
SN:GCA_001426405.3	1167
SN:GCA_001422045.1	433
SN:GCA_001422045.2	154
SN:GCA_001428125.1	2151
SN:GCA_001428125.2	2073
SN:GCA_001468005.1	2418
SN:GCA_001421435.1	1896
SN:GCA_001421435.2	612
SN:GCA_001421435.3	1974
SN:GCA_001423185.1	2010
SN:GCA_001423185.2	2079
SN:GCA_001446915.1	154
SN:GCA_001425625.1	154
SN:GCA_001435115.1	154
SN:GCA_001281175.1	1947
SN:GCA_001482405.1	154
SN:GCA_001404055.1	2040
SN:GCA_001404055.2	154
SN:GCA_000876675.1	433
SN:GCA_000876675.2	154
SN:GCA_001280095.1	2118
SN:GCA_001280095.2	2031
SN:GCA_001429685.1	448
SN:GCA_001429685.2	2157
SN:GCA_001467265.1	922
SN:GCA_001436045.1	1947
SN:GCA_001426375.1	154
SN:GCA_001426375.2	1116
SN:GCA_001435995.1	1947
SN:GCA_001433995.1	151
SN:GCA_001434555.1	154
SN:GCA_001426595.1	931
SN:GCA_001436865.1	1944
SN:GCA_001010585.1	2322
SN:GCA_001437535.1	1965
SN:GCA_001425355.1	1935
SN:GCA_001425355.2	1890
SN:GCA_001435835.1	1983
SN:GCA_001458235.1	154
SN:GCA_001458235.2	424
SN:GCA_001400815.1	922
SN:GCA_001428605.1	154
SN:GCA_001428605.2	1986
SN:GCA_001458435.1	154
SN:GCA_001412425.1	1896
SN:GCA_001446975.1	154
SN:GCA_001458415.1	154
SN:GCA_001297065.1	1950
SN:GCA_001424605.1	430
